"ville_id","ville_departement","ville_nom","ville_nom_simple","ville_nom_reel","ville_code_postal","ville_code_commune","ville_arrondissement","ville_longitude_deg","ville_latitude_deg"
"28830","70","LIEFFRANS","lieffrans","Lieffrans","70190","70301","2","5.96667","47.5167"
"28831","70","FALLON","fallon","Fallon","70110","70226","1","6.48333","47.5"
"28832","70","BOUSSERAUCOURT","bousseraucourt","Bousseraucourt","70500","70091","2","5.93333","47.9667"
"28833","70","LA VILLEDIEU-EN-FONTENETTE","la villedieu en fontenette","La Villedieu-en-Fontenette","70160","70555","1","6.19751","47.7723"
"28834","70","SORANS-LES-BREUREY","sorans les breurey","Sorans-lès-Breurey","70190","70493","2","6.05","47.4"
"28835","70","CINTREY","cintrey","Cintrey","70120","70153","2","5.75","47.75"
"28836","70","SERVANCE","servance","Servance","70440","70489","1","6.68333","47.8167"
"28837","70","VALLEROIS-LORIOZ","vallerois lorioz","Vallerois-Lorioz","70000","70517","2","6.15","47.5667"
"28838","70","PESMES","pesmes","Pesmes","70140","70408","2","5.56667","47.2833"
"28839","70","MELISEY","melisey","Mélisey","70270","70339","1","6.58333","47.75"
"28840","70","HYET","hyet","Hyet","70190","70288","2","6.08333","47.4833"
"28841","70","MAIZIERES","maizieres","Maizières","70190","70325","2","6.01667","47.5"
"28842","70","CHASSEY-LES-SCEY","chassey les scey","Chassey-lès-Scey","70360","70138","2","5.98333","47.65"
"28843","70","FRAHIER-ET-CHATEBIER","frahier et chatebier","Frahier-et-Chatebier","70400","70248","1","6.75","47.6667"
"28844","70","LES FESSEY","les fessey","Fessey","70310","70233","1","6.51778","47.82"
"28845","70","CHAMBORNAY-LES-PIN","chambornay les pin","Chambornay-lès-Pin","70150","70119","2","5.9","47.3333"
"28846","70","SAINT-BROING","saint broing","Saint-Broing","70100","70461","2","5.7","47.45"
"28847","70","ALAINCOURT","alaincourt","Alaincourt","70210","70010","1","6.1","47.9333"
"28848","70","VENISEY","venisey","Venisey","70500","70545","2","6","47.8333"
"28849","70","CLAIREGOUTTE","clairegoutte","Clairegoutte","70200","70157","1","6.61667","47.6667"
"28850","70","MONT-LE-VERNOIS","mont le vernois","Mont-le-Vernois","70000","70367","2","6.06667","47.6"
"28851","70","CROMARY","cromary","Cromary","70190","70189","2","6.08333","47.3667"
"28852","70","CHAMPTONNAY","champtonnay","Champtonnay","70100","70124","2","5.66667","47.3833"
"28853","70","VILLERS-LE-SEC","villers le sec","Villers-le-Sec","70000","70563","2","6.21667","47.6"
"28854","70","BEAUJEU-SAINT-VALLIER-PIERREJUX-ET-QUITTEUR","beaujeu saint vallier pierrejux et quitteur","Beaujeu-Saint-Vallier-Pierrejux-et-Quitteur","70100","70058","2","5.67612","47.5048"
"28855","70","CHARMOILLE","charmoille","Charmoille","70000","70136","2","6.1","47.6667"
"28856","70","FROTEY-LES-VESOUL","frotey les vesoul","Frotey-lès-Vesoul","70000","70261","2","6.18333","47.6167"
"28857","70","COLOMBOTTE","colombotte","Colombotte","70240","70164","2","6.28333","47.6667"
"28858","70","AUGICOURT","augicourt","Augicourt","70500","70035","2","5.9","47.7833"
"28859","70","MONTAGNEY","montagney","Montagney","70140","70353","2","5.66112","47.2864"
"28860","70","AUTREY-LE-VAY","autrey le vay","Autrey-le-Vay","70110","70042","1","6.4","47.5333"
"28861","70","ETOBON","etobon","Étobon","70400","70221","1","6.68333","47.65"
"28862","70","SAPONCOURT","saponcourt","Saponcourt","70210","70476","2","6.03333","47.8667"
"28863","70","VELLEXON-QUEUTREY-ET-VAUDEY","vellexon queutrey et vaudey","Vellexon-Queutrey-et-Vaudey","70130","70539","2","5.80528","47.5625"
"28864","70","LA GRANDE-RESIE","la grande resie","La Grande-Résie","70140","70443","2","5.56667","47.3333"
"28865","70","LOEUILLEY","loeuilley","Lœuilley","70100","70305","2","5.38333","47.4667"
"28866","70","ESBOZ-BREST","esboz brest","Esboz-Brest","70300","70216","1","6.45","47.8"
"28867","70","SCYE","scye","Scye","70170","70483","2","6.05","47.65"
"28868","70","FEDRY","fedry","Fédry","70120","70230","2","5.88333","47.6167"
"28869","70","ORICOURT","oricourt","Oricourt","70110","70396","1","6.4","47.6"
"28870","70","MOIMAY","moimay","Moimay","70110","70349","1","6.41667","47.55"
"28871","70","LA NEUVELLE-LES-LURE","la neuvelle les lure","La Neuvelle-lès-Lure","70200","70385","1","6.55","47.7167"
"28872","70","SERVIGNEY","servigney","Servigney","70240","70490","1","6.3","47.7167"
"28873","70","VAUCONCOURT-NERVEZAIN","vauconcourt nervezain","Vauconcourt-Nervezain","70120","70525","2","5.82528","47.6606"
"28874","70","AINVELLE","ainvelle","Ainvelle","70800","70008","1","6.25","47.85"
"28875","70","FRANCHEVELLE","franchevelle","Franchevelle","70200","70250","1","6.46667","47.7333"
"28876","70","FOUGEROLLES","fougerolles","Fougerolles","70220","70245","1","6.4","47.8833"
"28877","70","FRAMONT","framont","Framont","70600","70252","2","5.57945","47.5787"
"28878","70","NEUREY-EN-VAUX","neurey en vaux","Neurey-en-Vaux","70160","70380","1","6.2","47.75"
"28879","70","ARC-LES-GRAY","arc les gray","Arc-lès-Gray","70100","70026","2","5.58445","47.4573"
"28880","70","AMONT-ET-EFFRENEY","amont et effreney","Amont-et-Effreney","70310","70016","1","6.57473","47.8753"
"28881","70","CHAMBORNAY-LES-BELLEVAUX","chambornay les bellevaux","Chambornay-lès-Bellevaux","70190","70118","2","6.1","47.3833"
"28882","70","FREDERIC-FONTAINE","frederic fontaine","Frédéric-Fontaine","70200","70254","1","6.63333","47.65"
"28883","70","FRESSE","fresse","Fresse","70270","70256","1","6.66667","47.75"
"28884","70","ABONCOURT-GESINCOURT","aboncourt gesincourt","Aboncourt-Gesincourt","70500","70002","2","5.97306","47.772"
"28885","70","CITERS","citers","Citers","70300","70155","1","6.4","47.7333"
"28886","70","ECROMAGNY","ecromagny","Écromagny","70270","70210","1","6.56667","47.8"
"28887","70","ORMOICHE","ormoiche","Ormoiche","70300","70398","1","6.31667","47.8"
"28888","70","TRAITIEFONTAINE","traitiefontaine","Traitiéfontaine","70190","70503","2","6.1","47.4167"
"28889","70","RIGNY","rigny","Rigny","70100","70446","2","5.63333","47.4667"
"28890","70","SECENANS","secenans","Secenans","70400","70484","1","6.56667","47.55"
"28891","71","LUCENAY-L'EVEQUE","lucenay l eveque","Lucenay-l'Évêque","71540","71266","1","4.25","47.0833"
"28892","71","GENOUILLY","genouilly","Genouilly","71460","71214","2","4.56667","46.65"
"28893","71","CULLES-LES-ROCHES","culles les roches","Culles-les-Roches","71460","71159","2","4.65","46.65"
"28894","71","BRANDON","brandon","Brandon","71520","71055","5","4.56667","46.3667"
"28895","71","SEVREY","sevrey","Sevrey","71100","71520","2","4.85","46.7333"
"28896","71","RATENELLE","ratenelle","Ratenelle","71290","71366","5","5.01667","46.5333"
"28897","71","MARCILLY-LES-BUXY","marcilly les buxy","Marcilly-lès-Buxy","71390","71277","2","4.59556","46.7181"
"28898","71","LUGNY-LES-CHAROLLES","lugny les charolles","Lugny-lès-Charolles","71120","71268","3","4.21667","46.4167"
"28899","71","GRURY","grury","Grury","71760","71227","1","3.9","46.6667"
"28900","71","CHAUDENAY","chaudenay","Chaudenay","71150","71119","2","4.78333","46.9167"
"28901","71","MARLY-SOUS-ISSY","marly sous issy","Marly-sous-Issy","71760","71280","1","3.93333","46.7167"
"28902","71","LE VILLARS","le villars","Le Villars","71700","71576","5","4.93333","46.5333"
"28903","71","BRAY","bray","Bray","71250","71057","5","4.71667","46.5"
"28904","71","BISSY-SOUS-UXELLES","bissy sous uxelles","Bissy-sous-Uxelles","71460","71036","5","4.71667","46.5667"
"28905","71","SAINT-RACHO","saint racho","Saint-Racho","71800","71473","3","4.36667","46.2667"
"28906","71","SAINT-SERNIN-DU-PLAIN","saint sernin du plain","Saint-Sernin-du-Plain","71510","71480","1","4.61667","46.9"
"28907","71","MONTCEAUX-L'ETOILE","montceaux l etoile","Montceaux-l'Étoile","71110","71307","3","4.03333","46.35"
"28908","71","PERREUIL","perreuil","Perreuil","71510","71347","1","4.56667","46.8167"
"28909","71","SAINT-LAURENT-D'ANDENAY","saint laurent d andenay","Saint-Laurent-d'Andenay","71210","71436","2","4.51667","46.7333"
"28910","71","OZENAY","ozenay","Ozenay","71700","71338","5","4.85","46.5333"
"28911","71","JOUDES","joudes","Joudes","71480","71243","4","5.36667","46.4667"
"28912","71","L'ABERGEMENT-DE-CUISERY","l abergement de cuisery","L'Abergement-de-Cuisery","71290","71001","4","4.95","46.5667"
"28913","71","LE FAY","le fay","Le Fay","71580","71196","4","5.32945","46.6678"
"28914","71","SAINT-CHRISTOPHE-EN-BRESSE","saint christophe en bresse","Saint-Christophe-en-Bresse","71370","71398","2","4.98333","46.75"
"28915","71","BERGESSERIN","bergesserin","Bergesserin","71250","71030","5","4.56667","46.4"
"28916","71","VITRY-SUR-LOIRE","vitry sur loire","Vitry-sur-Loire","71140","71589","3","3.7084","46.6833"
"28917","71","MARLY-SUR-ARROUX","marly sur arroux","Marly-sur-Arroux","71420","71281","3","4.13333","46.6167"
"28918","71","GIGNY-SUR-SAONE","gigny sur saone","Gigny-sur-Saône","71240","71219","2","4.93333","46.6667"
"28919","71","SAINT-PRIVE","saint prive","Saint-Privé","71390","71471","2","4.57028","46.6914"
"28920","71","COLOMBIER-EN-BRIONNAIS","colombier en brionnais","Colombier-en-Brionnais","71800","71141","3","4.33333","46.35"
"28921","71","SAINT-VALLERIN","saint vallerin","Saint-Vallerin","71390","71485","2","4.66667","46.6833"
"28922","71","SAINT-GERMAIN-DU-PLAIN","saint germain du plain","Saint-Germain-du-Plain","71370","71420","2","4.96667","46.7"
"28923","71","TRAMBLY","trambly","Trambly","71520","71546","5","4.53333","46.3167"
"28924","71","SAINT-MARTIN-BELLE-ROCHE","saint martin belle roche","Saint-Martin-Belle-Roche","71118","71448","5","4.85","46.3833"
"28925","71","CURTIL-SOUS-BUFFIERES","curtil sous buffieres","Curtil-sous-Buffières","71520","71163","5","4.51667","46.4"
"28926","71","AMEUGNY","ameugny","Ameugny","71460","71007","5","4.68333","46.5167"
"28927","71","SAINT-CLEMENT-SUR-GUYE","saint clement sur guye","Saint-Clément-sur-Guye","71460","71400","2","4.58333","46.6167"
"28928","71","SERCY","sercy","Sercy","71460","71515","2","4.68333","46.6"
"28929","71","BRANGES","branges","Branges","71500","71056","4","5.18333","46.6333"
"28930","71","HUILLY-SUR-SEILLE","huilly sur seille","Huilly-sur-Seille","71290","71234","4","5.05195","46.592"
"28931","71","SAINT-BERAIN-SOUS-SANVIGNES","saint berain sous sanvignes","Saint-Berain-sous-Sanvignes","71300","71390","1","4.3","46.7"
"28932","71","SAINT-LEGER-SOUS-LA-BUSSIERE","saint leger sous la bussiere","Saint-Léger-sous-la-Bussière","71520","71441","5","4.55417","46.3106"
"28933","71","MONTJAY","montjay","Montjay","71310","71314","4","5.31667","46.8167"
"28934","71","SAVIGNY-SUR-GROSNE","savigny sur grosne","Savigny-sur-Grosne","71460","71507","5","4.66667","46.5833"
"28935","71","SAINT-ROMAIN-SOUS-VERSIGNY","saint romain sous versigny","Saint-Romain-sous-Versigny","71420","71478","3","4.18333","46.65"
"28936","71","PRIZY","prizy","Prizy","71610","71361","3","4.21667","46.35"
"28937","71","SAINT-FIRMIN","saint firmin","Saint-Firmin","71670","71413","1","4.46667","46.8333"
"28938","71","BERZE-LE-CHATEL","berze le chatel","Berzé-le-Châtel","71960","71031","5","4.7","46.3833"
"28939","71","LA BOULAYE","la boulaye","La Boulaye","71320","71046","1","4.11667","46.75"
"28940","71","AMANZE","amanze","Amanzé","71610","71006","3","4.23333","46.3333"
"28941","71","GOURDON","gourdon","Gourdon","71690","71222","2","4.45","46.6333"
"28942","71","VARENNES-SAINT-SAUVEUR","varennes saint sauveur","Varennes-Saint-Sauveur","71480","71558","4","5.25","46.4833"
"28943","71","MONTAGNY-SUR-GROSNE","montagny sur grosne","Montagny-sur-Grosne","71520","71304","5","4.55","46.35"
"28944","71","BROYE","broye","Broye","71190","71063","1","4.3","46.8667"
"28945","71","TANCON","tancon","Tancon","71740","71533","3","4.26667","46.2"
"28946","71","DRACY-SAINT-LOUP","dracy saint loup","Dracy-Saint-Loup","71400","71184","1","4.33333","47.0167"
"28947","71","SANCE","sance","Sancé","71000","71497","5","4.83333","46.3333"
"28948","71","LAYS-SUR-LE-DOUBS","lays sur le doubs","Lays-sur-le-Doubs","71270","71254","4","5.25","46.9167"
"28949","71","SAINT-VALLIER","saint vallier","Saint-Vallier","71230","71486","2","4.36667","46.6333"
"28950","71","LAIZY","laizy","Laizy","71190","71251","1","4.2","46.9"
"28951","71","BANTANGES","bantanges","Bantanges","71500","71018","4","5.1","46.6167"
"28952","71","AUXY","auxy","Auxy","71400","71015","1","4.4","46.95"
"28953","71","BARNAY","barnay","Barnay","71540","71020","1","4.33333","47.0833"
"28954","71","LIGNY-EN-BRIONNAIS","ligny en brionnais","Ligny-en-Brionnais","71110","71259","3","4.2","46.2333"
"28955","71","LES GUERREAUX","les guerreaux","Guerreaux","71160","71229","3","4.28333","46.5333"
"28956","71","CHATENAY","chatenay","Châtenay","71800","71116","3","4.38333","46.2917"
"28957","71","SAINT-BONNET-DE-JOUX","saint bonnet de joux","Saint-Bonnet-de-Joux","71220","71394","3","4.45","46.4833"
"28958","71","SAINT-LAURENT-EN-BRIONNAIS","saint laurent en brionnais","Saint-Laurent-en-Brionnais","71800","71437","3","4.25","46.2667"
"28959","71","SAINT-BONNET-DE-VIEILLE-VIGNE","saint bonnet de vieille vigne","Saint-Bonnet-de-Vieille-Vigne","71430","71395","3","4.25806","46.5256"
"28960","71","ETANG-SUR-ARROUX","etang sur arroux","Étang-sur-Arroux","71190","71192","1","4.18333","46.8667"
"28961","71","LA CHAPELLE-SOUS-DUN","la chapelle sous dun","La Chapelle-sous-Dun","71800","71095","3","4.3","46.2667"
"28962","71","FRANGY-EN-BRESSE","frangy en bresse","Frangy-en-Bresse","71330","71205","4","5.335","46.7323"
"28963","71","BRIANT","briant","Briant","71110","71060","3","4.15","46.3"
"28964","71","LUX","lux","Lux","71100","71269","2","4.85","46.75"
"28965","71","BRESSE-SUR-GROSNE","bresse sur grosne","Bresse-sur-Grosne","71460","71058","2","4.75","46.5833"
"28966","71","NEUVY-GRANDCHAMP","neuvy grandchamp","Neuvy-Grandchamp","71130","71330","3","3.93333","46.5833"
"28967","71","LOUHANS","louhans","Louhans","71500","71263","4","5.21667","46.6333"
"28968","71","MELLECEY","mellecey","Mellecey","71640","71292","2","4.73333","46.8167"
"28969","71","TOURNUS","tournus","Tournus","71700","71543","5","4.9","46.5667"
"28970","71","LAIVES","laives","Laives","71240","71249","2","4.83333","46.6333"
"28971","71","CUISERY","cuisery","Cuisery","71290","71158","4","5","46.55"
"28972","71","BAUGY","baugy","Baugy","71110","71024","3","4.0275","46.2978"
"28973","71","CHANGY","changy","Changy","71120","71086","3","4.25223","46.4023"
"28974","71","RECLESNE","reclesne","Reclesne","71540","71368","1","4.26667","47.0333"
"28975","71","SAILLY","sailly","Sailly","71250","71381","5","4.56667","46.5333"
"28976","71","JUGY","jugy","Jugy","71240","71245","2","4.85","46.6"
"28977","71","LA TRUCHERE","la truchere","La Truchère","71290","71549","5","4.95","46.5167"
"28978","71","CHARETTE-VARENNES","charette varennes","Charette-Varennes","71270","71101","4","5.2","46.9167"
"28979","71","SULLY","sully","Sully","71360","71530","1","4.47139","47.0073"
"28980","71","MONTRET","montret","Montret","71440","71319","4","5.11667","46.6833"
"28981","71","SAINT-EMILAND","saint emiland","Saint-Émiland","71490","71409","1","4.48333","46.9"
"28982","71","CHASSY","chassy","Chassy","71130","71111","3","4.11278","46.5875"
"28983","71","CONDAL","condal","Condal","71480","71143","4","5.28333","46.4667"
"28984","71","CHATEAU","chateau","Château","71250","71112","5","4.6","46.4333"
"28985","71","VAUX-EN-PRE","vaux en pre","Vaux-en-Pré","71460","71563","2","4.6","46.6333"
"28986","71","SERRIERES","serrieres","Serrières","71960","71518","5","4.68333","46.3"
"28987","71","SAINT-LEGER-SUR-DHEUNE","saint leger sur dheune","Saint-Léger-sur-Dheune","71510","71442","2","4.63333","46.85"
"28988","71","TORCY","torcy","Torcy","71210","71540","1","4.45","46.7667"
"28989","71","VARENNES-SOUS-DUN","varennes sous dun","Varennes-sous-Dun","71800","71559","3","4.33333","46.2833"
"28990","71","VOLESVRES","volesvres","Volesvres","71600","71590","3","4.15","46.4667"
"28991","71","SAINT-BONNET-DE-CRAY","saint bonnet de cray","Saint-Bonnet-de-Cray","71340","71393","3","4.15","46.2167"
"28992","71","CHAMPAGNY-SOUS-UXELLES","champagny sous uxelles","Champagny-sous-Uxelles","71460","71080","2","4.73333","46.5833"
"28993","71","MARCILLY-LA-GUEURCE","marcilly la gueurce","Marcilly-la-Gueurce","71120","71276","3","4.3","46.4"
"28994","71","OUDRY","oudry","Oudry","71420","71334","3","4.15","46.5667"
"28995","71","BISSEY-SOUS-CRUCHAUD","bissey sous cruchaud","Bissey-sous-Cruchaud","71390","71034","2","4.68333","46.7333"
"28996","71","FLEURY-LA-MONTAGNE","fleury la montagne","Fleury-la-Montagne","71340","71200","3","4.13333","46.2"
"28997","71","OZOLLES","ozolles","Ozolles","71120","71339","3","4.35","46.3833"
"28998","71","LEYNES","leynes","Leynes","71570","71258","5","4.71667","46.2667"
"28999","71","SAINT-BONNET-EN-BRESSE","saint bonnet en bresse","Saint-Bonnet-en-Bresse","71310","71396","4","5.16667","46.85"
"29000","71","CHASSELAS","chasselas","Chasselas","71570","71108","5","4.71667","46.2833"
"29001","71","PIERRECLOS","pierreclos","Pierreclos","71960","71350","5","4.68333","46.3333"
"29002","71","ESSERTENNE","essertenne","Essertenne","71510","71191","1","4.55","46.8167"
"29003","71","ROMANECHE-THORINS","romaneche thorins","Romanèche-Thorins","71570","71372","5","4.73333","46.1833"
"29004","71","LA CHAPELLE-THECLE","la chapelle thecle","La Chapelle-Thècle","71470","71097","4","5.11667","46.55"
"29005","71","SAINT-NIZIER-SUR-ARROUX","saint nizier sur arroux","Saint-Nizier-sur-Arroux","71190","71466","1","4.13333","46.8"
"29006","71","LACROST","lacrost","Lacrost","71700","71248","5","4.91667","46.5667"
"29007","71","LA VINEUSE","la vineuse","La Vineuse","71250","71582","5","4.6","46.4667"
"29008","71","IGORNAY","igornay","Igornay","71540","71237","1","4.38333","47.05"
"29009","71","SAINT-FORGEOT","saint forgeot","Saint-Forgeot","71400","71414","1","4.3","47"
"29010","71","CLESSY","clessy","Clessy","71130","71136","3","4.08333","46.55"
"29011","71","FONTAINES","fontaines","Fontaines","71150","71202","2","4.76667","46.85"
"29012","71","CURBIGNY","curbigny","Curbigny","71800","71160","3","4.31667","46.3"
"29013","71","SAINT-MARTIN-DU-LAC","saint martin du lac","Saint-Martin-du-Lac","71110","71453","3","4.03333","46.25"
"29014","71","CREOT","creot","Créot","71490","71151","1","4.61667","46.9167"
"29015","71","JALOGNY","jalogny","Jalogny","71250","71240","5","4.63333","46.4167"
"29016","71","SERMESSE","sermesse","Sermesse","71350","71517","2","5.1","46.9"
"29017","71","SIMANDRE","simandre","Simandre","71290","71522","4","4.98333","46.6333"
"29018","71","CORTEVAIX","cortevaix","Cortevaix","71460","71147","5","4.63333","46.5333"
"29019","71","SAINT-REMY","saint remy","Saint-Rémy","71100","71475","2","4.83333","46.7667"
"29020","71","JOUVENCON","jouvencon","Jouvençon","71290","71244","4","5.06667","46.5833"
"29021","71","PIERRE-DE-BRESSE","pierre de bresse","Pierre-de-Bresse","71270","71351","4","5.26223","46.8839"
"29022","71","CORTAMBERT","cortambert","Cortambert","71250","71146","5","4.71667","46.4833"
"29023","71","DETTEY","dettey","Dettey","71190","71172","1","4.18333","46.7667"
"29024","71","POISSON","poisson","Poisson","71600","71354","3","4.12861","46.3853"
"29025","71","ANZY-LE-DUC","anzy le duc","Anzy-le-Duc","71110","71011","3","4.06667","46.3167"
"29026","71","CHERIZET","cherizet","Chérizet","71250","71125","5","4.56667","46.5167"
"29027","71","BEAUMONT-SUR-GROSNE","beaumont sur grosne","Beaumont-sur-Grosne","71240","71026","2","4.86667","46.6667"
"29028","71","MERCUREY","mercurey","Mercurey","71640","71294","2","4.71889","46.8392"
"29029","71","LA TAGNIERE","la tagniere","La Tagnière","71190","71531","1","4.2","46.7833"
"29030","71","MONTCHANIN","montchanin","Montchanin","71210","71310","2","4.45","46.75"
"29031","71","VERJUX","verjux","Verjux","71590","71570","2","4.96667","46.8833"
"29032","71","SERLEY","serley","Serley","71310","71516","4","5.21667","46.7833"
"29033","71","MANCEY","mancey","Mancey","71240","71274","2","4.83333","46.5667"
"29034","71","BOUHANS","bouhans","Bouhans","71330","71045","4","5.3","46.7667"
"29035","71","SENS-SUR-SEILLE","sens sur seille","Sens-sur-Seille","71330","71514","4","5.31584","46.745"
"29036","71","CORDESSE","cordesse","Cordesse","71540","71144","1","4.33333","47.0333"
"29037","71","SAINT-MARTIN-EN-BRESSE","saint martin en bresse","Saint-Martin-en-Bresse","71620","71456","2","5.06667","46.8167"
"29038","71","CHATEL-MORON","chatel moron","Châtel-Moron","71510","71115","2","4.65","46.8"
"29039","71","DEMIGNY","demigny","Demigny","71150","71170","2","4.83333","46.9333"
"29040","71","TAIZE","taize","Taizé","71250","71532","5","4.68333","46.5167"
"29041","71","THUREY","thurey","Thurey","71440","71538","4","5.11667","46.75"
"29042","71","SAINT-GERMAIN-DU-BOIS","saint germain du bois","Saint-Germain-du-Bois","71330","71419","4","5.25","46.75"
"29043","71","FUISSE","fuisse","Fuissé","71960","71210","5","4.73333","46.2833"
"29044","71","CHAMBILLY","chambilly","Chambilly","71110","71077","3","4.01667","46.2833"
"29045","71","VENDENESSE-SUR-ARROUX","vendenesse sur arroux","Vendenesse-sur-Arroux","71130","71565","3","4.06667","46.6333"
"29046","71","L'HOPITAL-LE-MERCIER","l hopital le mercier","L'Hôpital-le-Mercier","71600","71233","3","4.01667","46.3833"
"29047","71","VEROSVRES","verosvres","Verosvres","71220","71571","3","4.43333","46.4"
"29048","71","MARMAGNE","marmagne","Marmagne","71710","71282","1","4.35","46.8333"
"29049","71","LE CREUSOT","le creusot","Le Creusot","71200","71153","1","4.43333","46.8"
"29050","71","DEZIZE-LES-MARANGES","dezize les maranges","Dezize-lès-Maranges","71150","71174","1","4.65","46.9167"
"29051","71","MOUTHIER-EN-BRESSE","mouthier en bresse","Mouthier-en-Bresse","71270","71326","4","5.38333","46.85"
"29052","71","GERMOLLES-SUR-GROSNE","germolles sur grosne","Germolles-sur-Grosne","71520","71217","5","4.59","46.2795"
"29053","71","DIGOIN","digoin","Digoin","71160","71176","3","3.98333","46.4833"
"29054","71","SAINT-USUGE","saint usuge","Saint-Usuge","71500","71484","4","5.25","46.6833"
"29055","71","IGE","ige","Igé","71960","71236","5","4.75","46.4"
"29056","71","LA CHAPELLE-SAINT-SAUVEUR","la chapelle saint sauveur","La Chapelle-Saint-Sauveur","71310","71093","4","5.26667","46.8333"
"29057","71","BRAGNY-SUR-SAONE","bragny sur saone","Bragny-sur-Saône","71350","71054","2","5.03333","46.9167"
"29058","71","SAINT-GERMAIN-LES-BUXY","saint germain les buxy","Saint-Germain-lès-Buxy","71390","71422","2","4.76667","46.7"
"29059","71","CHATENOY-EN-BRESSE","chatenoy en bresse","Châtenoy-en-Bresse","71380","71117","2","4.91667","46.7833"
"29060","71","CERSOT","cersot","Cersot","71390","71072","2","4.63333","46.7"
"29061","71","JULLY-LES-BUXY","jully les buxy","Jully-lès-Buxy","71390","71247","2","4.7","46.6833"
"29062","71","FLEY","fley","Fley","71390","71201","2","4.65","46.6667"
"29063","71","SAINT-CYR","saint cyr","Saint-Cyr","71240","71402","2","4.9","46.6833"
"29064","71","SAILLENARD","saillenard","Saillenard","71580","71380","4","5.36667","46.6833"
"29065","71","MONTCEAU-LES-MINES","montceau les mines","Montceau-les-Mines","71300","71306","2","4.36667","46.6667"
"29066","71","CHARNAY-LES-MACON","charnay les macon","Charnay-lès-Mâcon","71850","71105","5","4.78333","46.3"
"29067","71","ECUELLES","ecuelles","Écuelles","71350","71186","2","5.06667","46.95"
"29068","71","MUSSY-SOUS-DUN","mussy sous dun","Mussy-sous-Dun","71170","71327","3","4.33333","46.2333"
"29069","71","SORNAY","sornay","Sornay","71500","71528","4","5.18333","46.6333"
"29070","71","SALORNAY-SUR-GUYE","salornay sur guye","Salornay-sur-Guye","71250","71495","5","4.6","46.5167"
"29071","71","ETRIGNY","etrigny","Étrigny","71240","71193","2","4.8","46.5833"
"29072","71","CHEVAGNY-SUR-GUYE","chevagny sur guye","Chevagny-sur-Guye","71220","71127","3","4.51667","46.5333"
"29073","71","CORMATIN","cormatin","Cormatin","71460","71145","5","4.68333","46.55"
"29074","71","LA MOTTE-SAINT-JEAN","la motte saint jean","La Motte-Saint-Jean","71160","71325","3","3.95","46.4833"
"29075","71","BERZE-LA-VILLE","berze la ville","Berzé-la-Ville","71960","71032","5","4.7","46.3667"
"29076","71","VENDENESSE-LES-CHAROLLES","vendenesse les charolles","Vendenesse-lès-Charolles","71120","71564","3","4.33333","46.45"
"29077","71","SUIN","suin","Suin","71220","71529","3","4.48333","46.4333"
"29078","71","MARY","mary","Mary","71690","71286","2","4.5","46.6167"
"29079","71","SARRY","sarry","Sarry","71110","71500","3","4.11584","46.3106"
"29080","71","LUGNY","lugny","Lugny","71260","71267","5","4.81667","46.4667"
"29081","71","COUBLANC","coublanc","Coublanc","71170","71148","3","4.28333","46.1667"
"29082","71","SAINT-YAN","saint yan","Saint-Yan","71600","71491","3","4.03333","46.4167"
"29083","71","MONT-LES-SEURRE","mont les seurre","Mont-lès-Seurre","71270","71315","2","5.11667","46.95"
"29084","71","SAINT-JULIEN-DE-CIVRY","saint julien de civry","Saint-Julien-de-Civry","71610","71433","3","4.23333","46.3667"
"29085","71","CHAGNY","chagny","Chagny","71150","71073","2","4.75","46.9167"
"29086","71","FRONTENARD","frontenard","Frontenard","71270","71208","4","5.16667","46.9167"
"29087","71","FLAGY","flagy","Flagy","71250","71199","5","4.65","46.5"
"29088","71","MARCIGNY","marcigny","Marcigny","71110","71275","3","4.04139","46.2748"
"29089","71","CHANES","chanes","Chânes","71570","71084","5","4.75","46.25"
"29090","71","MESSEY-SUR-GROSNE","messey sur grosne","Messey-sur-Grosne","71940","71296","2","4.75","46.65"
"29091","71","CHEVAGNY-LES-CHEVRIERES","chevagny les chevrieres","Chevagny-les-Chevrières","71960","71126","5","4.7725","46.3325"
"29092","71","SAVIGNY-SUR-SEILLE","savigny sur seille","Savigny-sur-Seille","71440","71508","4","5.1","46.6167"
"29093","71","PONTOUX","pontoux","Pontoux","71270","71355","2","5.1","46.9167"
"29094","71","SAINT-VINCENT-EN-BRESSE","saint vincent en bresse","Saint-Vincent-en-Bresse","71440","71489","4","5.06667","46.6667"
"29095","71","SAINT-DIDIER-EN-BRIONNAIS","saint didier en brionnais","Saint-Didier-en-Brionnais","71110","71406","3","4.11667","46.3333"
"29096","71","PRESSY-SOUS-DONDIN","pressy sous dondin","Pressy-sous-Dondin","71220","71358","3","4.51667","46.4667"
"29097","71","JONCY","joncy","Joncy","71460","71242","3","4.55","46.6167"
"29098","71","AZE","aze","Azé","71260","71016","5","4.76667","46.4333"
"29099","71","CHASSIGNY-SOUS-DUN","chassigny sous dun","Chassigny-sous-Dun","71170","71110","3","4.3","46.2333"
"29100","71","ROMENAY","romenay","Romenay","71470","71373","5","5.06778","46.5028"
"29101","71","LE BREUIL","le breuil","Le Breuil","71670","71059","1","4.48333","46.8"
"29102","71","CHASSEY-LE-CAMP","chassey le camp","Chassey-le-Camp","71150","71109","2","4.7","46.8833"
